时间戳,x,y,状态
1772471301.882,-15.80,-14.80,不变
1772471302.005,-16.10,-14.70,不变
1772471302.128,-16.20,-14.50,不变
1772471302.253,-16.20,-14.40,不变
1772471302.253,-16.40,-14.50,不变
1772471302.377,-16.40,-14.40,不变
1772471302.502,-16.30,-14.20,不变
1772471302.626,-16.30,-14.30,不变
1772471302.750,-16.30,-14.20,不变
1772471302.876,-16.30,-14.00,不变
1772471302.876,-16.30,-13.80,不变
1772471302.998,-16.30,-13.60,不变
1772471303.120,-16.20,-13.50,不变
1772471303.243,-16.60,-9.30,不变
1772471303.368,-15.60,-5.20,不变
1772471303.368,-14.10,-1.30,不变
1772471303.492,-12.70,2.90,不变
1772471303.618,-12.10,5.70,不变
1772471303.743,-11.40,8.40,不变
1772471303.865,-11.20,10.20,不变
1772471303.989,-11.10,12.70,不变
1772471303.989,-11.30,15.00,不变
1772471304.114,-11.20,16.00,不变
1772471304.237,-11.40,16.30,不变
1772471304.360,-11.40,16.60,不变
1772471304.483,-12.40,18.10,不变
1772471304.483,-13.60,19.50,不变
1772471304.608,-14.70,20.30,不变
1772471304.732,-14.60,20.50,不变
1772471304.857,-14.50,19.60,不变
1772471304.979,-14.10,19.20,不变
1772471304.979,-14.30,19.00,不变
1772471305.103,-14.20,18.60,不变
1772471305.227,-14.20,18.00,不变
1772471305.351,-14.10,18.10,不变
1772471305.474,-14.30,18.00,不变
1772471305.474,-14.30,18.00,不变
1772471305.600,-14.30,17.90,不变
1772471305.723,-14.20,17.60,不变
1772471305.848,-14.10,17.80,不变
1772471305.972,-14.20,17.50,不变
1772471306.096,-14.30,17.20,不变
1772471306.220,-14.30,17.00,不变
1772471306.220,-14.40,16.60,不变
1772471306.343,-14.80,16.20,不变
1772471306.468,-14.90,16.90,不变
1772471306.593,-14.90,16.80,不变
1772471306.716,-15.20,16.40,不变
1772471306.716,-15.10,15.90,不变
1772471306.840,-14.70,15.00,不变
1772471306.964,-14.20,14.70,不变
1772471307.088,-14.30,13.60,不变
1772471307.214,-14.50,13.10,不变
1772471307.338,-14.20,12.70,不变
1772471307.338,-13.90,11.70,不变
1772471307.462,-13.80,10.80,不变
1772471307.586,-13.80,10.50,不变
1772471307.710,-14.10,10.10,不变
1772471307.833,-14.40,8.90,不变
1772471307.833,-13.70,6.40,不变
1772471307.957,-11.60,4.70,不变
1772471308.080,-6.60,2.90,不变
1772471308.203,-3.00,1.10,不变
1772471308.326,0.60,-0.70,不变
1772471308.326,3.50,-2.30,不变
1772471308.449,7.30,-5.00,不变
1772471308.575,9.20,-4.20,不变
1772471308.698,14.50,-6.90,不变
1772471308.822,19.30,-10.10,不变
1772471308.945,21.90,-8.30,不变
1772471308.945,20.70,-6.80,不变
1772471309.069,20.30,-8.70,不变
1772471309.192,19.80,-9.80,不变
1772471309.315,19.40,-9.60,不变
1772471309.438,19.70,-10.90,不变
1772471309.562,18.70,-11.50,不变
1772471309.562,19.10,-11.40,不变
1772471309.688,19.20,-11.70,不变
1772471309.812,18.60,-11.30,不变
1772471309.935,18.60,-10.50,不变
1772471310.058,18.80,-10.60,不变
1772471310.180,19.00,-10.50,不变
1772471310.180,18.40,-10.80,不变
1772471310.303,18.10,-10.20,不变
1772471310.430,18.00,-9.90,不变
1772471310.553,18.00,-10.20,不变
1772471310.677,17.50,-10.00,不变
1772471310.677,16.80,-8.20,不变
1772471310.798,16.70,-6.20,不变
1772471310.923,16.50,-5.40,不变
1772471311.046,16.50,-1.40,不变
1772471311.172,15.80,2.00,不变
1772471311.172,16.50,3.30,不变
1772471311.294,16.40,4.20,不变
1772471311.417,16.40,5.40,不变
1772471311.540,15.10,12.20,不变
1772471311.665,12.40,18.00,不变
1772471311.791,11.10,18.40,不变
1772471311.791,10.80,18.60,不变
1772471311.915,11.10,19.40,不变
1772471312.038,11.20,18.20,不变
1772471312.163,11.10,18.30,不变
1772471312.287,11.00,18.00,不变
1772471312.287,10.50,17.60,不变
1772471312.410,10.00,17.90,不变
1772471312.535,9.30,18.00,不变
1772471312.658,9.00,17.90,不变
1772471312.783,9.00,17.80,不变
1772471312.783,8.50,16.80,不变
1772471313.034,8.10,16.70,不变
1772471313.034,8.10,16.90,不变
1772471313.158,8.10,17.10,不变
1772471313.283,8.10,17.00,不变
1772471313.405,8.20,17.20,不变
1772471313.405,8.20,17.70,不变
1772471313.529,8.00,18.20,不变
1772471313.654,7.70,18.50,不变
1772471313.776,7.50,18.70,不变
1772471313.899,7.40,19.00,不变
1772471314.025,7.40,18.50,不变
1772471314.025,7.60,17.00,不变
1772471314.148,8.00,16.40,不变
1772471314.271,8.40,16.10,不变
1772471314.395,8.70,15.10,不变
1772471314.521,8.00,12.80,不变
1772471314.521,7.90,10.20,不变
1772471314.645,8.10,5.70,不变
1772471314.768,11.00,0.20,不变
1772471314.891,13.50,-2.30,不变
1772471315.014,14.90,-4.40,不变
1772471315.137,15.70,-5.10,不变
1772471315.137,16.00,-5.50,不变
1772471315.258,15.80,-5.80,不变
1772471315.381,15.70,-6.20,不变
1772471315.504,15.70,-6.50,不变
1772471315.628,15.70,-7.00,不变
1772471315.751,15.60,-7.50,不变
1772471315.751,16.00,-7.90,不变
1772471315.875,16.00,-8.20,不变
1772471315.998,16.00,-8.60,不变
1772471316.123,16.00,-8.90,不变
1772471316.250,16.20,-9.20,不变
1772471316.250,15.80,-10.00,不变
1772471316.376,15.40,-11.40,不变
1772471316.499,15.50,-13.00,不变
1772471316.623,15.50,-13.70,不变
1772471316.747,15.30,-14.40,不变
1772471316.747,15.00,-15.00,不变
1772471316.871,14.60,-15.10,不变
1772471316.996,14.90,-15.70,不变
1772471317.120,15.70,-16.30,不变
1772471317.245,16.40,-16.90,不变
1772471317.245,16.90,-17.00,不变
1772471317.368,17.60,-17.60,不变
1772471317.614,18.00,-17.70,不变
1772471317.614,18.30,-17.60,不变
1772471317.737,18.30,-17.50,不变
1772471317.861,18.20,-17.40,不变
1772471317.861,17.90,-17.30,不变
1772471317.983,18.20,-17.80,不变
1772471318.107,18.90,-18.00,不变
1772471318.231,19.50,-18.20,不变
1772471318.354,19.70,-18.20,不变
1772471318.479,19.80,-18.30,不变
1772471318.479,19.70,-18.30,不变
1772471318.603,19.80,-18.40,不变
1772471318.727,19.90,-18.50,不变
1772471318.851,20.30,-18.30,不变
1772471318.976,20.30,-17.60,不变
1772471319.100,20.50,-15.40,不变
1772471319.100,20.40,-12.70,不变
1772471319.225,21.00,-10.70,不变
1772471319.348,22.00,-9.10,不变
1772471319.473,22.60,-8.30,不变
1772471319.596,23.00,-8.10,不变
1772471319.596,23.20,-7.50,不变
1772471319.719,23.00,-6.00,不变
1772471319.841,22.80,-5.40,不变
1772471319.966,22.00,-5.00,不变
1772471320.089,21.90,-4.70,不变
1772471320.212,22.20,-5.50,不变
1772471320.212,22.60,-6.10,不变
1772471320.335,22.40,-6.80,不变
1772471320.458,22.10,-7.10,不变
1772471320.582,22.60,-6.10,不变
1772471320.706,23.30,-5.80,不变
1772471320.706,23.20,-6.60,不变
1772471320.830,23.70,-7.10,不变
1772471320.953,24.10,-7.10,不变
1772471321.076,24.00,-7.30,不变
1772471321.200,24.30,-7.70,不变
1772471321.200,24.40,-8.10,不变
1772471321.324,24.60,-7.90,不变
1772471321.448,25.00,-7.90,不变
1772471321.571,25.20,-8.20,不变
1772471321.695,25.30,-7.90,不变
1772471321.819,25.40,-8.10,不变
1772471321.819,25.50,-8.00,不变
1772471321.943,25.60,-8.20,不变
1772471322.068,25.40,-8.70,不变
1772471322.191,25.20,-9.00,不变
1772471322.316,25.40,-9.30,不变
1772471322.316,25.40,-9.70,不变
1772471322.441,25.40,-9.60,不变
1772471322.564,25.30,-9.60,不变
1772471322.688,25.20,-9.70,不变
1772471322.813,25.40,-10.00,不变
1772471322.937,25.30,-10.00,不变
1772471322.937,25.60,-10.10,不变
1772471323.062,25.60,-10.50,不变
1772471323.187,25.50,-10.40,不变
1772471323.311,25.20,-10.00,不变
1772471323.434,25.30,-9.90,不变
1772471323.558,25.20,-9.90,不变
1772471323.558,25.10,-10.30,不变
1772471323.681,25.00,-10.30,不变
1772471323.805,24.90,-10.40,不变
1772471323.928,24.70,-10.30,不变
1772471324.052,24.50,-9.90,不变
1772471324.052,24.30,-9.90,不变
1772471324.178,24.20,-9.30,不变
1772471324.302,24.20,-9.30,不变
1772471324.426,24.20,-9.70,不变
1772471324.551,24.30,-9.60,不变
1772471324.678,24.50,-9.80,不变
1772471324.678,24.50,-9.60,不变
1772471324.803,24.40,-9.60,不变
1772471324.929,24.30,-9.60,不变
1772471325.051,24.20,-9.30,不变
1772471325.176,24.20,-9.30,不变
1772471325.299,24.40,-9.30,不变
1772471325.299,24.80,-10.00,不变
1772471325.421,25.20,-10.40,不变
1772471325.544,25.40,-10.80,不变
1772471325.668,25.00,-12.10,不变
1772471325.668,24.60,-12.40,不变
1772471325.792,24.50,-12.70,不变
1772471325.915,24.50,-12.80,不变
1772471326.038,24.20,-11.50,不变
1772471326.161,24.00,-10.50,不变
1772471326.284,24.30,-6.50,不变
1772471326.284,24.60,-3.00,不变
1772471326.407,24.60,-0.60,不变
1772471326.531,24.10,-0.40,不变
1772471326.655,24.30,0.60,不变
1772471326.779,24.30,2.20,不变
1772471326.779,24.20,4.80,不变
1772471326.904,23.80,5.60,不变
1772471327.028,23.50,5.70,不变
1772471327.153,23.20,5.90,不变
1772471327.277,23.10,6.50,不变
1772471327.402,23.20,7.80,不变
1772471327.402,23.10,8.00,不变
1772471327.649,23.00,8.20,不变
1772471327.649,22.80,8.20,不变
1772471327.772,22.90,8.60,不变
1772471327.896,23.20,8.80,不变
1772471327.896,23.50,9.00,不变
1772471328.019,23.70,9.00,不变
1772471328.144,23.70,8.80,不变
1772471328.267,24.10,9.00,不变
1772471328.390,24.50,6.30,不变
1772471328.517,24.00,-0.30,不变
1772471328.641,24.40,-7.30,不变
1772471328.641,23.80,-13.40,不变
1772471328.766,21.50,-20.20,不变
1772471328.889,20.00,-21.00,不变
1772471329.014,19.70,-21.40,不变
1772471329.137,20.00,-21.00,不变
1772471329.137,20.00,-21.00,不变
1772471329.261,19.90,-21.00,不变
1772471329.384,20.20,-20.70,不变
1772471329.508,20.50,-20.30,不变
1772471329.632,20.60,-20.20,不变
1772471329.756,20.90,-20.30,不变
1772471329.756,21.00,-20.00,不变
1772471329.880,21.30,-19.80,不变
1772471330.003,21.00,-19.70,不变
1772471330.127,20.40,-18.60,不变
1772471330.252,20.10,-17.90,不变
1772471330.252,20.30,-17.70,不变
1772471330.377,20.70,-17.60,不变
1772471330.503,21.20,-17.90,不变
1772471330.626,21.30,-17.80,不变
1772471330.750,20.80,-17.20,不变
1772471330.750,19.20,-17.60,不变
1772471330.873,17.50,-17.80,不变
1772471330.998,16.80,-18.10,不变
1772471331.123,16.80,-18.30,不变
1772471331.246,16.40,-18.80,不变
1772471331.246,16.10,-19.40,不变
1772471331.370,19.50,-18.60,不变
1772471331.494,21.90,-17.50,不变
1772471331.743,24.50,-17.40,不变
1772471331.743,25.80,-17.50,不变
1772471331.866,26.40,-17.30,不变
1772471331.866,26.50,-16.90,不变
1772471331.989,26.60,-17.10,不变
1772471332.115,27.20,-17.20,不变
1772471332.239,28.40,-17.00,不变
1772471332.362,29.10,-17.10,不变
1772471332.486,29.40,-17.10,不变
1772471332.612,29.40,-17.10,不变
1772471332.612,30.20,-17.20,不变
1772471332.736,30.10,-17.10,不变
1772471332.862,26.20,-16.10,不变
1772471332.986,24.50,-16.70,不变
1772471333.108,19.90,-17.70,不变
1772471333.108,13.90,-17.70,不变
1772471333.231,6.10,-17.30,不变
1772471333.354,-0.20,-16.20,不变
1772471333.478,-6.70,-16.10,不变
1772471333.478,-10.00,-16.60,不变
1772471333.601,-12.50,-17.10,不变
1772471333.725,-13.80,-17.50,不变
1772471333.848,-14.90,-17.80,不变
1772471333.971,-15.40,-17.50,不变
1772471334.095,-15.70,-16.00,不变
1772471334.095,-14.80,-14.20,不变
1772471334.219,-13.10,-12.70,不变
1772471334.344,-11.40,-11.90,不变
1772471334.468,-8.70,-12.00,不变
1772471334.591,-6.90,-11.40,不变
1772471334.715,-7.40,-9.50,不变
1772471334.715,-7.20,-8.30,不变
1772471334.838,-6.40,-7.80,不变
1772471334.962,-5.60,-7.50,不变
1772471335.087,-4.90,-7.00,不变
1772471335.211,-5.00,-7.20,不变
1772471335.333,-5.00,-5.70,不变
1772471335.333,-4.50,-5.50,不变
1772471335.456,-3.30,-5.00,不变
1772471335.580,-2.30,-6.10,不变
1772471335.705,-2.70,-6.50,不变
1772471335.829,-2.40,-6.10,不变
1772471335.829,-0.80,-5.70,不变
1772471335.953,1.70,-6.50,不变
1772471336.078,3.10,-8.30,不变
1772471336.202,0.00,-6.50,不变
1772471336.326,-2.40,-4.30,不变
1772471336.326,-2.40,-3.00,不变
1772471336.452,-3.20,-3.10,不变
1772471336.576,-5.90,-2.40,不变
1772471336.698,-6.10,-2.00,不变
1772471336.822,-2.50,-2.60,不变
1772471336.947,-0.60,-3.40,不变
1772471336.947,-1.10,-4.00,不变
1772471337.069,-1.80,-3.70,不变
1772471337.193,-2.80,-2.10,不变
1772471337.318,-3.50,-0.40,不变
1772471337.442,-4.20,-0.30,不变
1772471337.442,-4.40,-0.50,不变
1772471337.567,-4.30,0.00,不变
1772471337.693,-5.10,0.00,不变
1772471337.817,-5.30,0.60,不变
1772471337.940,-4.30,1.80,不变
1772471338.063,-3.70,1.60,不变
1772471338.063,-3.20,0.60,不变
1772471338.187,-2.90,0.50,不变
1772471338.312,-2.70,0.80,不变
1772471338.438,-2.60,1.30,不变
1772471338.438,-1.90,1.70,不变
1772471338.563,-1.20,2.20,不变
1772471338.687,-1.00,1.20,不变
1772471338.812,-2.30,4.80,不变
1772471338.937,-2.80,5.80,不变
1772471339.060,-3.00,5.30,不变
1772471339.060,-2.60,5.50,不变
1772471339.182,-3.20,6.40,不变
1772471339.304,-2.80,8.40,不变
1772471339.427,-2.20,9.20,不变
1772471339.550,-1.40,9.50,不变
1772471339.672,-1.10,11.40,不变
1772471339.672,-0.90,16.10,不变
1772471339.795,-1.20,20.40,不变
1772471339.919,-1.70,22.00,不变
1772471340.045,-1.70,21.70,不变
1772471340.168,-1.90,22.00,不变
1772471340.293,-1.30,24.40,不变
1772471340.293,-1.80,24.70,不变
1772471340.416,-2.00,24.90,不变
1772471340.540,-2.50,24.50,不变
1772471340.662,-2.80,23.70,不变
1772471340.786,-2.90,24.30,不变
1772471340.786,-2.50,24.60,不变
1772471340.910,-3.40,24.00,不变
1772471341.035,-3.90,24.20,不变
1772471341.160,-4.30,24.00,不变
1772471341.284,-4.30,24.30,不变
1772471341.284,-3.90,23.80,不变
1772471341.408,-3.70,22.70,不变
1772471341.533,-4.00,22.70,不变
1772471341.656,-4.00,23.50,不变
1772471341.782,-4.60,24.80,不变
1772471342.028,-5.70,25.80,不变
1772471342.028,-6.30,26.30,不变
1772471342.028,-6.20,28.20,不变
1772471342.154,-6.60,28.40,不变
1772471342.277,-7.10,28.50,不变
1772471342.401,-7.10,28.40,不变
1772471342.401,-7.20,28.40,不变
1772471342.524,-7.30,28.40,不变
1772471342.646,-7.20,28.00,不变
1772471342.770,-7.30,27.90,不变
1772471342.894,-7.10,27.50,不变
1772471343.017,-7.40,26.10,不变
1772471343.141,-7.50,25.70,不变
1772471343.141,-7.40,23.30,不变
1772471343.265,-6.70,20.80,不变
1772471343.391,-6.00,19.80,不变
1772471343.514,-5.60,19.10,不变
1772471343.638,-5.40,18.20,不变
1772471343.638,-5.40,17.50,不变
1772471343.762,-5.70,17.30,不变
1772471343.887,-5.90,17.80,不变
1772471344.010,-5.90,17.20,不变
1772471344.133,-6.10,17.20,不变
1772471344.133,-6.30,17.60,不变
1772471344.255,-6.50,17.60,不变
1772471344.378,-6.60,17.30,不变
1772471344.501,-6.50,16.50,不变
1772471344.625,-6.50,16.30,不变
1772471344.749,-6.30,16.00,不变
1772471344.749,-6.60,14.70,不变
1772471344.873,-7.10,14.50,不变
1772471344.996,-6.70,14.60,不变
1772471345.120,-6.50,14.50,不变
1772471345.243,-7.40,15.20,不变
1772471345.243,-8.00,14.50,不变
1772471345.367,-8.10,13.90,不变
1772471345.490,-6.90,11.90,不变
1772471345.614,-6.30,1.50,不变
1772471345.737,-6.80,-5.90,不变
1772471345.862,-7.30,-9.10,不变
1772471345.862,-7.40,-9.30,不变
1772471345.987,-7.40,-8.30,不变
1772471346.111,-7.50,-8.10,不变
1772471346.234,-7.80,-8.40,不变
1772471346.357,-8.10,-8.60,不变
1772471346.357,-8.30,-9.80,不变
1772471346.482,-9.30,-13.10,不变
1772471346.608,-9.90,-14.60,不变
1772471346.732,-10.40,-14.70,不变
1772471346.856,-10.90,-15.40,不变
1772471346.980,-11.00,-15.60,不变
1772471346.980,-12.10,-15.40,不变
1772471347.106,-12.60,-16.10,不变
1772471347.230,-12.30,-16.80,不变
1772471347.353,-11.20,-16.60,不变
1772471347.476,-11.10,-17.00,不变
1772471347.476,-11.20,-17.00,不变
1772471347.599,-11.20,-17.00,不变
1772471347.722,-11.10,-16.60,不变
1772471347.845,-11.20,-16.40,不变
1772471347.968,-11.30,-16.50,不变
1772471348.093,-11.10,-16.00,不变
1772471348.093,-11.20,-16.20,不变
1772471348.216,-11.60,-16.70,不变
1772471348.340,-11.50,-16.00,不变
1772471348.466,-11.40,-16.50,不变
1772471348.591,-11.20,-17.20,不变
1772471348.591,-10.60,-17.50,不变
1772471348.715,-10.60,-17.80,不变
1772471348.838,-12.50,-17.30,不变
1772471348.961,-12.60,-17.60,不变
1772471349.084,-12.80,-18.70,不变
1772471349.207,-13.10,-19.50,不变
1772471349.207,-13.70,-19.70,不变
1772471349.330,-13.90,-19.80,不变
1772471349.454,-13.70,-20.60,不变
1772471349.579,-14.10,-21.10,不变
1772471349.703,-14.00,-20.50,不变
1772471349.703,-13.80,-18.90,不变
1772471349.829,-13.50,-18.20,不变
1772471349.952,-13.40,-18.30,不变
1772471350.075,-13.50,-18.10,不变
1772471350.198,-13.90,-18.60,不变
1772471350.321,-14.30,-19.00,不变
1772471350.321,-14.50,-19.00,不变
1772471350.445,-14.80,-19.30,不变
1772471350.570,-14.30,-20.00,不变
1772471350.695,-13.90,-21.50,不变
1772471350.820,-14.10,-21.00,不变
1772471350.944,-14.40,-19.20,不变
1772471351.066,-14.90,-19.60,不变
1772471351.190,-14.80,-20.20,不变
1772471351.190,-13.60,-20.40,不变
1772471351.314,-11.00,-20.30,不变
1772471351.437,-10.30,-19.60,不变
1772471351.437,-10.20,-19.00,不变
1772471351.561,-10.20,-19.80,不变
1772471351.687,-10.00,-19.50,不变
1772471351.813,-10.00,-18.50,不变
1772471351.937,-10.40,-20.10,不变
1772471352.061,-10.10,-20.50,不变
1772471352.061,-9.00,-20.80,不变
1772471352.183,-8.70,-20.70,不变
1772471352.306,-8.80,-20.00,不变
1772471352.429,-8.90,-19.90,不变
1772471352.552,-9.90,-19.20,不变
1772471352.552,-10.10,-19.00,不变
1772471352.677,-13.60,-17.10,不变
1772471352.802,-15.20,-16.40,不变
1772471352.928,-18.10,-15.70,不变
1772471353.051,-21.00,-15.70,不变
1772471353.176,-22.30,-15.70,不变
1772471353.176,-23.50,-16.20,不变
1772471353.427,-24.30,-16.90,不变
1772471353.551,-24.80,-16.60,不变
1772471353.551,-25.40,-16.10,不变
1772471353.673,-26.40,-14.70,不变
1772471353.673,-26.50,-15.40,不变
1772471353.796,-26.50,-16.90,不变
1772471353.919,-26.40,-16.20,不变
1772471354.043,-26.30,-16.20,不变
1772471354.168,-26.30,-17.10,不变
1772471354.292,-26.20,-17.00,不变
1772471354.416,-26.10,-16.80,不变
1772471354.416,-26.10,-16.60,不变
1772471354.540,-26.20,-16.10,不变
1772471354.664,-26.10,-15.90,不变
1772471354.788,-25.90,-16.00,不变
1772471354.912,-25.90,-16.20,不变
1772471355.036,-25.70,-16.30,不变
1772471355.036,-25.70,-16.70,不变
1772471355.161,-25.80,-17.00,不变
1772471355.285,-25.80,-17.40,不变
1772471355.285,-25.90,-17.40,不变
1772471355.533,-25.90,-18.10,不变
1772471355.533,-26.00,-17.50,不变
1772471355.658,-26.40,-16.50,不变
1772471355.781,-27.10,-16.60,不变
1772471355.908,-27.20,-16.40,不变
1772471355.908,-27.10,-15.80,不变
1772471356.031,-26.80,-16.00,不变
1772471356.155,-26.50,-15.70,不变
1772471356.281,-26.40,-15.10,不变
1772471356.405,-26.00,-12.80,不变
1772471356.405,-25.00,-7.70,不变
1772471356.531,-24.20,-6.00,不变
1772471356.656,-23.40,-2.90,不变
1772471356.780,-22.60,-0.40,不变
1772471356.904,-22.90,-0.10,不变
1772471357.028,-23.20,0.00,不变
1772471357.028,-23.40,0.10,不变
1772471357.151,-23.60,0.90,不变
1772471357.274,-23.40,2.10,不变
1772471357.398,-23.10,2.60,不变
1772471357.524,-23.10,2.20,不变
1772471357.647,-23.20,2.40,不变
1772471357.647,-23.50,2.60,不变
1772471357.772,-23.60,2.50,不变
1772471357.896,-23.70,2.50,不变
1772471358.021,-23.70,2.60,不变
1772471358.021,-23.80,3.10,不变
1772471358.144,-23.80,3.30,不变
1772471358.266,-23.90,3.30,不变
1772471358.390,-24.00,4.10,不变
1772471358.514,-24.10,4.20,不变
1772471358.639,-24.10,4.70,不变
1772471358.639,-24.30,4.40,不变
1772471358.762,-24.40,4.70,不变
1772471358.885,-24.70,5.30,不变
1772471359.009,-25.00,6.00,不变
1772471359.135,-25.20,6.30,不变
1772471359.258,-25.40,6.90,不变
1772471359.258,-25.60,7.10,不变
1772471359.383,-25.70,7.80,不变
1772471359.507,-25.60,8.40,不变
1772471359.631,-25.60,8.20,不变
1772471359.754,-25.20,8.20,不变
1772471359.754,-25.70,8.20,不变
1772471359.878,-26.20,9.50,不变
1772471360.003,-26.30,10.30,不变
1772471360.126,-26.00,10.60,不变
1772471360.251,-25.80,11.80,不变
1772471360.251,-25.80,12.10,不变
1772471360.375,-26.10,11.30,不变
1772471360.499,-26.00,11.40,不变
1772471360.622,-26.00,10.90,不变
1772471360.746,-25.80,10.00,不变
1772471360.870,-25.80,10.00,不变
1772471360.870,-25.90,10.30,不变
1772471360.995,-26.00,9.90,不变
1772471361.118,-26.20,9.30,不变
